age,female,income,wealth
57,1,248384,-73594
57,0,357323,-325697
56,1,49116,237354
55,1,391758,-271602
54,1,161485,302717
52,0,385586,-125980
52,0,252082,100078
48,0,202674,95846
48,1,10713,39844
48,0,388030,175254
47,0,333084,328852
47,1,0,63866
46,0,408506,-400504
45,0,526891,-315645
45,0,484172,-1155053
44,1,177429,-149492
43,0,291533,-416182
43,1,0,106756
42,0,161687,982256
40,1,223658,234694
40,0,341004,-544432
39,0,2384531,9137672
38,1,122641,254243
37,0,298376,-401008
36,1,0,-79517
36,1,208945,-554
33,1,216446,-256136
33,0,167152,-288995
32,0,353285,-345974
31,0,239785,-478343
26,0,428390,300950
24,0,263868,-75530
22,1,10302,183455
22,0,213686,-209379
22,1,0,130276
20,1,20614,-39400
20,1,56471,241366
19,0,58878,-1120
18,0,8967,15
18,0,11007,18720
17,0,0,2203
17,0,0,0
16,0,1479,0
15,1,0,0
14,1,0,0
13,0,0,0
13,0,0,0
13,1,0,0
13,0,14365,0
12,1,0,0
10,1,0,0
6,0,0,0
5,0,0,0
4,1,0,0
1,0,0,0
82,0,0,358247
81,1,0,231103
73,0,0,249022
73,0,0,1012228
66,0,231076,55667
61,0,38416,286976
60,1,225621,588866
60,0,457140,3232302
59,1,214805,99933
55,0,432783,2436543
54,0,481472,3796787
52,0,442561,1214111
52,1,111690,238
52,0,333184,-10178
50,0,4211001,7427677
48,1,156818,269341
48,1,241360,-720434
47,1,50000,273222
46,1,251661,-32171
45,0,533183,778389
45,0,229799,-2300274
44,0,111854,79171
43,1,64320,1986
43,1,226019,217412
40,0,433817,35638
40,1,112007,-513222
39,0,127492,151237
39,1,351896,-257941
38,1,163450,274253
36,0,329621,259327
36,0,309800,50173
34,1,21761,240275
34,0,393423,-1272882
30,1,189488,-62908
28,1,64172,115778
27,1,0,19
25,1,96294,278381
23,0,203653,-598840
21,0,58231,37647
20,1,36677,1281
18,0,25472,100
18,1,0,57555
16,1,0,0
14,0,1359,0
14,1,0,0
14,0,0,0
13,0,0,0
12,0,0,0
11,0,0,0
10,1,0,0
10,1,0,0
9,0,0,0
9,1,0,0
9,1,0,0
6,0,0,0
6,1,0,0
6,0,0,0
6,0,0,0
5,1,0,0
5,1,0,0
3,1,0,0
3,1,0,0
2,1,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
87,1,0,74509
81,0,0,455513
73,0,22326,460133
73,1,0,73095
71,1,58367,530552
65,1,169063,270012
65,0,0,135523
63,0,38422,640918
56,1,192558,422781
54,0,281715,3348492
53,0,1394430,-210126
53,0,283241,55978
51,1,291625,-156063
51,1,234614,46849
50,1,364577,88382
50,0,839767,811536
48,0,246201,-331792
47,1,304953,-301029
47,0,472879,277871
45,1,0,0
45,0,273486,651913
43,0,340466,-827780
43,1,204489,925999
42,0,334707,-235075
42,1,639738,-524368
40,0,264331,1071421
40,1,0,26490
40,1,136920,-176675
40,1,267774,45525
39,0,291717,-1261430
38,1,149306,10031
37,0,131698,-11152
35,0,273677,-818420
35,1,212670,535894
34,1,274833,-91988
34,0,727596,890334
34,0,296052,-600977
33,1,185428,-175796
33,0,390674,-476056
31,0,1107275,92696
31,0,330925,-68526
28,0,1842,-751732
28,1,190826,-273042
25,0,883196,20749
25,0,196233,-59446
22,1,51700,-115129
22,0,88920,-12309
21,0,60152,16587
20,0,1044,-14530
17,1,0,3326
16,1,6958,0
15,0,0,0
14,0,0,0
12,0,0,0
12,0,0,0
11,1,0,0
11,1,0,0
8,0,0,0
6,0,0,0
6,0,0,0
5,0,0,0
2,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
73,1,0,189044
61,1,59180,72027
60,0,0,662086
60,0,296432,273005
57,0,264019,396500
57,0,0,-1016070
55,0,481345,14809050
55,1,310980,58675
53,1,150339,434768
53,1,120454,-12189
49,1,329345,505745
49,1,488650,107625
49,0,315052,594245
48,1,245961,136863
44,1,191641,189
42,0,369462,-392732
42,1,0,0
42,1,282979,-230826
42,1,121568,9256
42,1,132559,177478
41,1,251675,17456
40,1,71348,134626
39,1,274453,0
38,0,247444,29271
37,0,414673,-979629
37,1,132781,-617534
37,0,279249,-322325
36,0,239798,-574329
36,0,585773,-27343
34,1,240400,217744
33,0,827830,-889603
31,1,105660,-55614
31,1,80129,228519
31,1,0,18
29,1,143478,304197
22,0,0,75665
20,1,82907,-50987
19,1,58072,8597
18,1,2821,106909
18,1,0,-3065
18,1,0,18514
18,0,20130,23789
17,0,0,143
16,0,16443,0
16,1,0,0
11,1,0,0
10,0,0,0
7,0,0,0
6,1,0,0
5,0,0,0
5,0,0,0
4,1,0,0
3,0,0,0
2,0,0,0
1,1,0,0
0,1,0,0
0,1,0,0
78,1,0,84147
72,1,0,76115
69,1,0,297497
69,0,28037,256834
68,1,21005,-52648
68,0,0,281315
68,0,195744,600386
64,0,185798,555497
64,1,260311,292265
63,1,0,203407
61,0,82458,435012
60,0,283997,415999
57,1,0,243291
56,0,135434,1823653
54,1,666628,1181192
54,1,0,163280
53,0,207889,-226
53,0,39347,180630
52,1,222124,80688
52,0,485129,322336
52,1,144422,378863
50,1,0,171047
50,1,307734,67416
50,1,254519,278399
48,0,322853,-603945
47,1,169126,198544
46,0,587912,1038303
46,1,153089,6866
45,1,254732,950000
44,1,446959,-309418
44,1,5187,19886
43,0,300172,153392
42,0,351535,-475169
42,1,234945,375007
40,0,215161,-1027869
38,0,98609,1226833
36,1,259369,-1220727
36,0,235700,5498918
33,0,307493,-929128
32,1,260199,50211
32,0,254558,-432044
32,1,0,69000
32,0,217170,311813
29,0,256010,-1001876
26,0,199035,585802
25,0,261557,41330
24,0,149513,-228228
23,0,213787,-39915
21,0,194477,17144
20,1,100565,38172
19,0,37637,11112
19,1,120089,881
18,1,22530,-8462
17,1,4790,3097
15,1,0,0
15,0,0,0
14,1,0,0
13,0,0,0
13,0,0,0
13,1,0,0
12,0,0,0
12,1,0,0
11,1,0,0
10,0,0,0
6,0,0,0
5,1,0,0
2,0,0,0
2,0,0,0
2,1,0,0
2,1,0,0
2,0,0,0
1,1,0,0
1,0,0,0
81,0,0,234626
79,0,0,30231
77,0,0,430633
72,1,0,5241337
69,1,0,83000
68,0,0,81515
68,0,284903,252874
67,1,55056,483380
66,1,0,4770
62,0,758369,3447936
61,0,111848,879732
60,0,564309,-1010499
58,0,445011,660418
58,1,163036,17711
57,0,261212,425458
55,0,97207,319372
54,0,310656,147194
54,1,0,15
52,0,312600,561001
51,0,296392,-415292
49,1,197556,86903
49,0,297889,134418
48,0,332813,335746
48,1,221774,-71314
46,1,183470,511545
46,1,50321,227133
45,0,665143,-746944
45,1,0,19
45,0,862474,283741
45,0,237512,-334612
43,1,299290,14123
43,0,212624,-92341
40,0,239582,-545345
40,0,250775,34266
39,1,101246,-8869
37,0,424423,-60243
37,1,145068,282942
36,1,130338,124808
34,0,237911,-554283
33,0,351113,-1073214
32,1,341874,-412547
30,0,149332,506844
30,1,164352,-918312
29,1,179528,33496
28,1,156260,-138778
27,0,237553,-149372
26,1,262721,-268908
26,1,0,-14181
25,1,37726,-207814
25,1,199792,-1354594
22,1,62978,-135369
22,1,35045,-158453
22,0,4675,-103714
20,0,154380,72505
19,0,35944,-30478
19,0,0,3584
19,0,117939,4508
18,0,74784,17846
18,0,27789,1365
17,0,29494,5971
15,0,9182,0
13,0,0,0
13,1,4981,0
13,1,0,0
10,1,0,0
9,0,0,0
8,0,0,0
8,0,0,0
7,1,0,0
7,1,0,0
6,1,0,0
4,0,0,0
2,0,0,0
2,0,0,0
2,1,0,0
82,0,0,789217
81,1,0,60550
79,0,0,572617
76,1,0,332063
76,1,23499,210077
74,0,0,542344
74,1,0,477105
71,1,17160,-10083
70,0,1635,171547
66,1,0,0
64,1,0,143291
63,1,0,1807
63,0,303070,488375
60,1,222114,1646
58,0,703786,442454
56,0,752673,14009
56,1,267842,132328
55,0,200514,-254236
52,0,434010,973153
52,0,316997,62383
50,1,122364,59269
49,1,262818,75585
47,1,164075,-541691
47,1,79100,27878
47,1,264854,372889
45,1,251150,-90995
44,1,195691,-142584
43,1,414072,-85662
43,0,266490,142309
42,1,1000472,775202
42,0,344481,16183
41,0,264378,-317334
41,0,263334,-127715
40,0,33973,-730088
36,1,0,-471293
35,0,259646,37664
35,1,280849,-156332
35,1,117981,27958
34,0,274599,-406414
33,1,65532,-958439
30,1,229118,178754
29,0,260052,-363415
26,0,197442,26465
24,1,8396,-112444
23,0,37215,-241211
22,0,88081,202579
22,0,10293,-155589
22,1,233715,102622
21,1,123833,-2240
20,0,145860,180467
20,0,149462,27819
19,0,9866,7427
18,1,12453,30121
16,0,6885,0
16,1,6000,0
16,0,41046,43997
15,1,0,0
14,1,10000,0
13,0,0,0
13,0,9370,0
12,1,0,0
12,0,0,0
12,0,0,0
11,1,0,0
10,0,0,0
9,0,0,0
9,0,0,0
9,1,0,0
8,0,0,0
7,1,0,0
6,1,0,0
2,1,0,0
2,1,0,0
1,0,0,0
85,0,0,152000
81,1,0,10187
78,1,0,107091
75,0,0,172260
70,1,0,439189
66,1,0,56322
64,0,21692,306838
63,1,264862,1478071
57,0,321645,742488
56,0,757907,1488255
56,0,189719,94855
55,1,248449,405502
54,1,87561,52771
54,1,183342,548924
54,0,269878,1455168
53,0,365491,306218
52,0,616603,947357
52,1,184809,93902
52,1,0,951
51,1,3132,198094
51,1,239408,98877
50,0,34315,207502
50,1,194647,-28476
49,1,0,2236
49,1,134337,36413
47,0,299072,-72220
47,1,115681,11997
46,0,446006,8499
46,1,194424,594460
44,0,86027,-101101
43,0,680666,-72240
43,1,284444,-295908
42,1,111460,34418
42,0,144445,-57051
39,0,112852,298048
38,1,220864,1534776
38,1,0,78406
38,0,217049,-447864
37,1,270672,49200
36,1,237135,92685
34,0,331356,82804
33,0,253891,-177625
32,0,261970,-17511
32,1,80407,-724867
32,1,194652,97889
28,1,154752,-32657
27,1,371149,-1210180
27,0,438885,-1730828
26,0,128120,-198561
25,1,-60297,-30586
22,0,9979,-63929
22,1,151881,-75990
20,0,2904,-596308
15,1,0,0
12,0,0,0
11,0,0,0
11,0,0,0
7,0,0,0
7,0,0,0
7,0,0,0
7,0,0,0
6,0,0,0
5,0,0,0
5,0,0,0
3,0,0,0
3,1,0,0
91,1,0,101545
84,1,0,73437
78,0,0,906489
78,1,0,381216
74,0,0,81411
72,1,0,13326
71,0,0,411087
69,1,0,139570
63,1,0,4182
62,0,157338,1511337
60,0,147176,615629
59,0,307095,1336318
57,1,0,228890
57,1,187912,-7217
55,0,533115,3777812
55,1,206237,36576
54,0,479750,685449
54,0,361309,238700
54,1,171930,127618
54,0,490791,-311888
53,0,205466,-42857
53,0,538365,264433
53,0,0,376820
52,0,336290,262037
52,1,152547,70841
50,0,286905,-254686
50,1,169358,-361613
49,1,157170,67653
48,0,173333,-341323
48,0,688583,612626
48,1,243869,9901
48,1,0,76433
47,1,87907,38433
47,1,250967,-152269
47,1,568150,-246004
47,0,246853,98960
44,0,128580,-104116
43,1,151310,176695
43,1,0,118645
42,1,402631,-20665
42,0,226789,137665
42,1,47160,60775
42,0,412054,142478
40,0,316826,-202792
40,1,120320,-699006
40,0,211416,93119
40,0,252239,-953365
38,1,180924,-559546
38,1,142497,121493
38,1,247564,28622
36,1,297360,41904
32,1,2256,9294
31,1,291064,-415842
29,1,174913,88841
26,0,383903,79930
24,0,262616,79292
22,1,170813,-20004
21,0,23353,-43038
20,0,56268,99909
19,0,20105,55309
19,0,34233,27
19,1,2337,242
18,0,51108,10149
18,0,50100,1379
18,0,5871,-10895
17,1,10493,99
16,0,18000,0
16,0,0,0
15,1,3284,0
15,1,3345,0
13,1,0,0
13,0,0,0
12,1,0,0
12,1,0,0
12,1,0,0
11,0,0,0
10,0,0,0
10,0,0,0
10,0,0,0
10,1,0,0
8,0,0,0
6,0,0,0
6,0,0,0
3,0,0,0
3,1,0,0
2,0,0,0
2,1,0,0
1,1,0,0
1,0,0,0
1,1,0,0
0,0,0,0
82,0,0,1169175
80,0,0,506271
77,0,0,7022
76,1,0,38903
75,0,0,937430
75,0,0,745756
72,1,0,133024
67,0,142670,2483698
66,0,55000,496920
66,0,0,71763
65,1,0,18896
65,0,104293,215214
64,0,-55032,1790100
61,0,237813,236408
57,1,296526,2372630
57,0,0,252560
56,1,356534,747765
56,1,96085,500950
55,1,333319,384656
55,0,202179,-90554
54,0,273489,-36306
54,0,455300,-801588
53,0,440835,-934252
51,1,113126,129891
51,1,0,60078
50,1,264878,100321
50,1,0,-70942
49,0,286422,430234
49,1,208508,31536
48,1,196276,-197320
48,1,167735,426819
48,1,84906,-501035
47,0,198878,-566780
47,0,232633,-11117
43,0,817718,-316790
43,0,469814,-23311
43,0,190897,515854
42,0,74624,574759
42,1,133050,49127
42,0,224420,41346
41,0,506205,804255
40,0,250402,-18798
39,1,262714,204493
39,1,797277,434171
39,1,257005,-267206
36,1,209246,-619629
35,1,100495,-144028
35,0,202241,52176
34,0,199486,95079
32,1,0,-118541
30,1,326889,38699
29,0,416906,-159721
27,0,188857,23604
27,1,0,-79824
26,0,297613,-738536
26,0,0,-132
26,1,0,278965
25,0,181481,-1094423
24,0,234110,-285860
23,1,0,51398
23,0,177077,-30376
22,1,15640,33574
22,1,92160,-66274
22,1,38119,-96957
20,1,41516,-35933
20,1,64629,61623
19,0,36354,20837
18,1,0,227
18,0,69771,-9862
17,0,0,7306776
17,1,18555,24933
17,0,0,735
16,1,0,0
15,1,0,0
15,1,0,0
15,0,16684,0
14,0,0,0
14,1,10451,0
14,0,0,0
13,1,0,0
12,1,0,0
11,0,0,0
11,1,0,0
11,0,0,0
11,1,0,0
10,1,0,0
10,0,0,0
5,0,0,0
79,1,0,-176414
77,0,0,85000
72,1,0,415759
68,0,0,308864
68,1,0,134003
65,1,0,13414
63,0,383402,1168868
62,0,0,510066
62,1,82157,487324
62,0,0,34913
61,1,295580,-184657
60,0,47827,209861
60,1,0,5848
58,1,18385,98649
57,0,205680,39131
57,1,8816,125774
57,1,33890,71688
55,0,249118,396700
55,0,29772,-84336
55,1,249200,116658
54,0,206062,-121905
52,1,243342,-9910
51,1,219639,67701
51,1,305587,-37564
50,0,267690,-270432
49,0,359165,206338
48,1,222756,52897
47,0,296212,-82619
46,1,426809,873458
44,0,65254,-305600
44,1,251108,-297924
43,0,264974,-1168403
43,1,241428,-41623
42,1,0,148742
39,1,98082,30580
39,1,226689,28929
39,0,217640,445372
38,1,58716,209000
37,0,332247,-94081
37,0,193721,-257753
37,0,437917,-99668
37,1,448794,44785
36,1,197562,-105995
35,0,455962,-628531
35,0,476514,-1267106
33,1,80624,52185
32,1,227615,-15187
31,1,183822,-66275
29,1,280323,-442780
28,0,197014,-91748
26,1,2616,39362
24,0,232834,29913
22,0,77594,21
22,1,147673,38105
21,1,29040,134581
21,1,209040,-29367
19,0,22640,102
19,0,115329,85790
18,0,28552,-31200
17,0,0,3574
16,0,12705,0
15,1,0,0
12,1,0,0
11,0,0,0
11,1,0,0
10,1,0,0
9,1,0,0
9,1,0,0
6,0,0,0
6,1,0,0
5,0,0,0
4,0,0,0
4,1,0,0
4,0,0,0
1,0,0,0
94,1,0,-43850
82,0,0,449451
77,0,0,-301894
77,1,0,108520
64,0,115726,986000
62,1,117198,294868
62,0,348304,33957
61,1,147505,182942
60,0,368528,22121
60,1,255402,95960
59,0,115755,946661
57,0,224063,969052
56,1,146548,0
55,0,281609,20604
54,0,346137,1064555
54,0,216488,169526
51,1,159166,709000
51,1,186156,298252
51,1,188619,610419
51,0,814900,-507842
48,1,227437,463798
47,1,99544,853
46,1,0,-13204
46,1,208746,350193
46,0,214048,236943
43,0,-65913,-604140
42,1,46307,-70049
41,1,316444,199947
40,0,289259,145767
39,0,539094,-1163443
39,0,352544,316374
37,1,62724,161926
37,1,293607,-44566
36,0,365569,229098
34,1,0,283877
31,1,110583,26371
30,1,218433,55973
30,0,115987,-331532
28,1,0,105828
26,0,108495,-198971
23,1,8532,89
23,1,59524,-99799
23,0,27614,-77712
22,0,62548,121547
20,1,128302,-1872
17,1,41502,-14440
16,1,0,0
15,1,0,266
13,0,0,0
13,0,12000,0
13,1,12578,0
12,0,0,0
10,0,0,0
8,1,0,0
7,0,0,0
6,1,0,0
5,0,0,0
5,1,0,0
4,1,0,0
2,0,0,0
2,1,0,0
1,1,0,0
1,1,0,0
79,1,0,214
71,1,0,341220
70,1,0,78049
69,1,0,432879
67,1,0,100026
66,1,0,612006
65,0,0,2373502
61,0,133408,321876
60,0,189733,730805
56,1,245401,-226789
55,1,252496,220887
55,0,249649,416088
53,1,3295,11756
51,0,778246,153930
51,0,0,-100757
51,0,383431,202152
51,0,337222,280467
50,0,725707,409878
50,0,259518,2177119
49,0,10110,-617394
49,0,747961,-312979
49,1,241719,120763
48,0,245443,-127836
48,0,750632,32422
48,0,444068,-30138
47,0,83486,173683
47,1,102666,3495
46,0,493688,-355992
42,1,300972,801036
39,0,249892,483668
39,0,173633,70861
39,1,0,21002
38,0,3178,-7572
37,0,275166,-328831
37,0,460090,652068
36,0,728339,-601073
36,0,233203,-307056
34,1,245740,-46805
34,0,478396,-533935
34,0,381643,-395662
31,0,314700,-114156
30,1,153902,-11331
30,1,165021,99736
29,1,221067,36967
28,1,147110,0
28,1,201704,-282498
27,0,310646,1223919
26,0,226143,-71791
22,1,129866,-19066
22,1,91835,-5845
21,0,68898,-57659
21,0,33744,38124
20,0,156760,-19944
20,0,31804,17553
19,0,34608,-4789
18,1,29192,17033
17,1,24056,71
16,1,2622,0
16,1,35610,0
16,0,37002,0
15,1,0,0
15,1,0,0
14,0,0,0
14,0,0,0
13,0,0,0
12,0,0,0
12,1,0,0
12,1,0,0
11,0,0,0
10,1,0,0
9,1,0,0
8,1,0,0
8,0,0,0
6,1,0,0
6,0,0,0
5,1,0,0
4,0,0,0
4,1,0,0
3,1,0,0
0,1,0,0
0,1,0,0
0,0,0,0
75,0,71420,-315855
72,0,0,-490595
68,0,0,190691
68,1,0,170283
67,0,0,314041
66,1,1039,83032
61,1,111850,-23675
61,1,0,519648
61,0,244721,1312705
56,0,1037812,58645
55,0,405269,3502051
53,1,200383,-433552
51,1,218254,166539
51,1,201677,57582
51,0,504041,612404
50,1,0,365374
50,1,160861,29666
48,1,276212,-508123
47,1,245698,-55837
46,0,412623,491061
46,0,415594,-1067422
44,1,398000,345241
43,0,184557,79877
43,1,148812,52557
42,1,157051,11752
42,0,332236,554873
42,1,294381,140289
42,1,21421,228483
42,0,382434,246157
38,0,238779,-232187
37,1,234655,74544
36,0,413975,-468864
33,1,142858,189802
32,0,302647,114373
32,1,229300,214190
31,1,249154,-202276
29,0,342383,138245
29,0,270605,-184926
26,0,1406,-42827
23,0,119227,-102266
22,0,140473,44348
22,1,53102,-20607
21,0,102229,45689
18,0,17639,3460
18,0,0,10239
17,0,0,20135
17,0,0,31172
16,1,0,0
11,1,0,0
9,0,0,0
9,0,0,0
8,1,0,0
8,1,0,0
7,0,0,0
7,0,0,0
6,0,0,0
6,0,0,0
4,1,0,0
3,0,0,0
2,0,0,0
0,1,0,0
77,1,0,36931
75,0,185519,5151563
72,1,0,106718
69,0,10000,5324544
66,1,0,297911
65,1,0,312922
63,0,354433,58930
63,0,251215,337177
63,1,115171,74942
60,0,482895,209543
60,0,336286,1285928
59,0,421012,-358422
56,1,298186,1023367
56,0,280195,262378
53,0,288245,399774
53,0,190535,-914379
52,0,454105,-393861
51,1,234065,-360302
50,0,234106,692607
48,0,297595,-108769
48,1,94771,204952
46,0,241629,-13040
45,0,828353,-347230
45,1,169033,49393
45,1,364187,-568056
44,0,191903,-1060366
44,0,304856,-137190
44,0,528150,2856840
44,0,839500,527438
42,0,920584,-747147
42,0,410276,916431
40,0,455564,610813
39,0,63251,-590633
38,0,410445,-520130
38,0,1163239,1229090
36,0,207940,156585
36,0,234505,455550
36,1,140972,30743
35,1,52682,-6016
34,0,201220,-1050
33,0,319481,-922260
33,1,181154,3223
33,1,273039,8385
32,1,253511,335350
31,1,217991,-47588
31,0,246953,-330123
30,0,236934,-460727
28,0,216763,-392366
27,0,279805,52804
27,1,252198,65066
26,1,174146,66463
24,1,125262,27710
23,1,224670,-15984
22,1,5974,-30007
22,1,62290,89976
19,0,101600,40710
15,0,0,0
15,0,0,0
15,1,0,0
14,0,0,0
14,1,0,0
13,0,0,0
10,1,0,0
9,0,0,0
8,1,0,0
8,0,1000,0
5,0,0,0
5,0,0,0
4,0,0,0
3,0,0,0
2,1,0,0
2,1,0,0
93,1,0,55193
86,0,0,89455
77,0,0,216461
74,1,0,649521
72,1,0,33004
69,0,5000,353737
67,0,0,1815031
61,0,225081,286664
59,0,1258842,2618672
56,1,131107,30827
53,0,135381,-133721
53,1,261838,24731
52,0,571077,-1260392
51,1,292562,-151466
51,1,63661,321325
50,1,227067,44992
47,1,251792,-228299
47,1,7352,643108
47,0,258739,37253
46,0,221068,-66775
46,1,239925,-421940
45,0,49374,491989
45,1,258489,1033266
45,1,203260,3165
43,0,380000,-423565
43,0,292383,-33605
42,0,228526,-528802
42,1,232197,-706837
41,1,382993,-741976
40,1,48375,-681938
40,1,124932,76698
39,1,331309,375190
38,0,161225,-184732
36,0,411661,-963993
35,0,332516,-200322
34,1,142305,90623
33,1,258745,14562
32,1,158840,173561
30,0,222240,-234791
29,1,243509,179744
28,0,247176,-61943
28,1,101973,-279017
27,0,325017,-842923
26,0,114252,72107
25,1,244061,78591
24,1,18593,-141497
24,0,184428,-222299
24,1,145784,81613
19,0,39651,72561
18,1,4055,155943
18,0,14287,136646
18,0,2935,10155
17,1,22507,129448
16,0,0,0
16,1,0,0
16,0,0,0
15,1,0,0
14,1,0,0
13,1,0,0
12,1,0,0
10,0,0,0
10,1,0,0
6,0,0,0
81,1,23080,347128
79,1,0,14058
78,1,0,487849
76,0,0,20806
74,0,0,717380
73,0,0,50123
70,0,0,174975
70,1,0,697
68,1,72093,167405
68,0,0,457309
67,1,0,103994
66,1,0,115245
64,0,-33853,346028
64,0,1334216,10831598
63,1,133720,123804
61,0,421512,11771
61,0,42184,1085892
56,1,92848,0
55,1,238165,249066
53,0,352661,316912
50,0,628075,63349
50,0,685827,1851548
49,1,188061,20343
48,1,206606,-9543
48,1,117177,177000
48,0,519075,-23736827
46,0,522860,275568
45,0,299751,1439226
42,1,149442,137418
40,1,289862,274357
40,0,184956,2046366
40,1,60734,-16839
37,1,1098,33824
36,0,494087,-962878
36,1,54952,-107628
36,1,164131,-236857
35,0,587233,742907
34,1,282964,-913386
31,0,655190,265322
31,1,177940,5279
30,0,0,-3289
30,1,221195,-118836
27,0,307101,-135843
20,1,97527,79842
19,0,76425,-18090
18,0,37592,29839
18,1,21725,8963
18,1,0,-201
17,1,22351,176111
16,1,0,0
16,0,1863,0
14,1,0,0
13,0,0,0
12,0,0,0
12,0,0,0
11,1,0,0
10,0,0,0
10,0,0,0
9,0,0,0
9,1,0,0
9,0,0,0
8,0,0,0
8,0,0,0
7,1,0,0
5,0,0,0
4,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
78,0,0,173879
77,1,0,90193
74,0,0,2664305
73,0,436861,4883011
72,1,0,559610
65,1,51240,164320
64,1,311660,-72958
64,0,3556,361016
62,0,197481,-39629
62,0,141531,-215718
61,0,0,-211602
61,1,25768,-2912
59,0,363625,607819
58,0,563427,464068
57,0,0,467960
57,0,412128,174373
54,0,258165,-485585
53,1,0,378309
51,1,278477,398647
51,1,171712,-22942
50,1,295757,17459
49,1,0,33750
49,0,291174,202721
48,0,347981,-69201
46,0,2544330,2629037
46,1,507946,-264718
43,0,210151,-48349
41,0,340577,113607
40,0,870732,-177643
40,1,100285,-646
37,1,6627,-373026
37,0,723143,-30285
37,0,327065,2236042
36,0,644250,-851937
35,0,0,10
35,0,276855,100995
30,1,0,-114961
29,0,481262,510024
29,0,378732,-694432
26,0,304637,-693679
25,1,50805,2309
22,0,43530,-101805
21,0,153994,138727
20,0,37721,-15485
20,0,3470,-33429
20,1,148374,68000
20,0,175318,-468547
20,0,0,-31462
19,1,75108,-79860
17,0,0,118286
17,0,8082,-909
17,1,2971,10321
15,1,0,0
14,1,0,0
14,1,1851,0
11,0,0,0
10,0,0,0
9,1,0,0
8,0,0,0
8,1,0,0
7,0,0,0
7,0,0,0
7,0,0,0
2,1,0,0
2,0,0,0
75,1,0,33420
75,1,0,31973
74,0,0,121221
71,0,72577,1960751
69,1,0,40017
67,0,0,792784
64,1,0,482992
63,0,741932,5045596
63,0,400502,573419
62,0,0,41
62,0,145771,380227
62,0,262302,-341383
60,1,142043,43477
59,1,270500,-96535
57,1,176934,109189
54,0,229218,-224311
54,0,318511,1336477
53,1,127084,-212313
53,1,257398,124454
51,1,248914,920747
50,1,254955,65750
50,0,287112,14913
50,1,117547,-430852
49,0,99921,-49834
49,1,150339,334440
48,0,282621,88925
47,1,246115,174343
46,1,137037,880043
46,1,200291,-1676
46,0,476624,644557
46,1,183016,327109
44,0,264471,269970
43,1,189093,-341657
43,1,153840,940
41,0,279154,-243823
40,0,816166,645794
40,0,365003,-538125
37,1,113588,3745
37,1,128018,-29961
36,1,169818,-493117
33,0,265896,-196182
30,1,199624,-26465
29,1,122942,22836
29,1,232141,-44479
28,1,178817,-267334
28,0,407498,-112967
24,0,109965,-7952
24,0,138397,38949
22,1,108673,-222068
22,0,67867,14247
18,1,17177,791
18,1,34482,-3940
18,0,0,7
17,0,3300,25793
14,0,0,0
14,0,0,0
14,0,2416,0
13,1,0,0
13,0,0,0
11,1,0,0
9,1,0,0
9,1,0,0
8,0,0,0
6,1,0,0
5,0,0,0
5,1,0,0
3,1,0,0
2,1,0,0
78,1,0,40839
76,0,0,612397
75,1,0,343332
74,1,7207,359397
74,1,1051,95811
73,1,0,1893
72,0,2500,234338
69,1,0,49825
68,1,19897,448261
66,0,211706,359904
66,1,313511,437668
66,0,0,122080
63,1,0,355
63,0,279180,327894
57,0,22616,232717
57,0,335588,410746
55,1,200367,-99150
54,1,180144,76208
54,1,181258,53518
53,0,221779,-319680
52,0,466595,-1007216
52,0,6606,44015
52,1,30002,0
52,1,149356,232569
50,0,503283,3104503
49,1,242457,194745
48,0,0,34036
48,0,179695,-327608
47,1,207800,59461
46,0,625418,2913792
44,0,569188,1407719
44,1,9912,49487
43,0,144844,127215
43,0,800035,238387
42,1,304318,452220
35,1,309188,-89538
34,0,355297,-444675
34,1,268876,-1018
31,0,260223,5852
30,0,500671,-161443
30,0,433922,276150
30,0,252386,-299429
29,1,229581,99582
29,0,278577,-52040
28,1,193675,-168172
26,0,78824,-115758
25,1,9850,41905
24,1,77030,-239382
24,1,198353,105571
22,1,11332,96377
21,1,49612,-51442
20,1,37923,166345
19,1,25275,14602
13,0,0,0
13,1,0,0
12,1,0,0
12,0,0,0
12,0,0,0
10,1,0,0
8,0,0,0
8,1,0,0
7,0,0,0
7,1,0,0
5,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
0,0,0,0
0,1,0,0
81,0,91749,887295
81,1,0,109598
74,0,0,2538192
73,0,0,637810
69,0,0,524572
67,0,-10417,208637
67,0,0,320593
67,1,0,18269
65,1,0,19981
62,0,212089,403778
62,1,200656,1924263
61,0,250681,592209
60,0,288519,691534
60,1,9163,108142
59,0,167327,2940
57,0,248527,388872
57,1,184859,39656
56,0,0,-979288
55,1,4727,136279
54,1,0,203
53,0,269638,1001139
52,1,0,15091
50,1,0,17666
50,0,2698114,2818431
50,1,254622,20211
50,0,282398,554656
50,0,378188,1467760
49,0,207390,723509
49,0,291854,70306
49,1,438824,-230918
48,0,342309,-27434
47,1,88421,6048
47,0,24114,659220
46,0,281700,254832
46,0,267520,-398062
46,1,298381,-482494
44,1,136397,-170730
43,0,302522,47618
43,1,196986,142506
42,1,195113,130735
