age,female,income,wealth
53,0,564596,-263316
53,0,419466,-215190
52,1,0,165616
51,0,457572,1987534
50,1,0,-155326
49,1,320475,158033
49,1,360618,-612814
49,0,234483,176388
49,1,151915,222949
48,1,318488,40212
46,0,222255,-84246
42,1,280258,-17571
42,1,120683,102500
37,1,249953,158826
36,1,233605,-3110
35,0,0,-584512
31,1,184006,62773
30,0,426158,-799937
30,0,398892,-172559
28,1,59549,-257855
27,0,175793,-3226
26,0,346576,54159
26,0,257148,-119240
22,0,247651,58986
21,1,45888,-113079
21,1,35482,-44643
19,1,46562,-12084
19,0,3223,20744
18,1,37681,35012
17,1,17660,7422
17,1,0,71979
15,1,21980,0
14,1,0,0
14,0,0,0
11,1,0,0
9,1,0,0
9,0,0,0
8,0,0,0
7,0,0,0
6,0,0,0
5,1,0,0
5,0,0,0
5,1,0,0
3,1,0,0
3,0,0,0
2,1,0,0
0,1,0,0
0,1,0,0
80,1,0,247383
80,1,0,0
79,1,0,407273
77,1,0,502950
77,0,0,249859
73,0,0,575928
71,1,0,31405
71,1,5096,41414
70,1,0,90340
69,1,0,748289
67,0,602653,5334116
67,1,0,128715
66,0,259023,2224518
65,0,280088,18166
64,1,0,58373
60,1,218285,-29406
59,1,46500,13270
57,0,557226,1877562
56,1,0,54946
56,0,976688,1693286
53,0,356478,-856195
51,1,116076,-1419858
50,1,263683,141726
50,0,276884,-173062
50,1,115277,199888
49,0,289752,-678959
48,1,226709,276592
48,0,447769,-622800
47,1,75165,110290
47,0,151958,347895
45,1,100000,232863
45,0,280698,-158877
45,1,111471,21100
45,0,217844,-4690
44,0,348409,22115
44,1,120434,3297
44,1,257936,464066
44,1,0,5689
43,1,25246,298843
43,1,296530,-441492
43,0,1378023,-1150156
38,1,189548,228754
37,1,120733,824796
37,1,66730,28344
37,0,267807,11991
36,0,180000,-1067955
36,0,245394,-110014
35,1,166732,-639074
35,0,283130,416207
34,1,64868,-55661
33,1,322146,-2778
29,1,130184,-239116
29,0,197176,958480
28,1,160228,-147599
26,0,292458,86116
25,1,113174,-24329
25,0,299225,-689841
24,0,184751,-237819
23,1,0,-113848
22,0,80874,14930
21,0,54342,11944
21,0,27450,-37395
19,0,166364,6561
18,0,22742,90368
18,1,32559,104439
18,0,30664,25710
18,1,55658,8700
17,0,0,-2876
17,1,25200,-631
16,0,7608,0
16,1,0,0
15,1,6975,0
15,0,11499,0
15,0,5675,0
14,1,0,0
14,0,0,0
14,1,0,0
13,0,0,0
12,1,0,0
11,1,0,0
11,1,0,0
9,1,0,0
7,0,0,0
6,1,0,0
1,1,0,0
1,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
77,1,35297,683875
76,1,0,-52160
70,1,0,5350
65,1,510000,751455
61,1,205615,359960
60,1,202913,220260
60,1,-15465,112173
59,1,264173,153790
58,1,0,21167
57,0,358738,207360
57,1,396872,22210
57,0,567070,134168718
56,1,110369,5643
56,0,216873,-119727
56,1,6602,356219
55,0,330286,1829567
54,0,255249,-796393
53,0,234248,-234373
53,1,249961,440113
53,0,254998,834389
51,0,291164,-432806
49,0,437194,163300
48,0,273626,127151
46,0,0,18078
46,0,278722,237365
46,0,280568,99727
45,0,2343547,3988649
45,0,495400,200953
44,1,196037,146837
42,0,411976,30641
42,0,188014,-38505
40,1,191485,-365879
39,0,988422,1208593
38,0,538958,98086
37,1,132898,82508
37,0,255265,23913
36,1,174162,-382516
36,0,257217,-209618
34,0,419090,2481923
34,0,397602,-518442
33,1,183251,158860
31,1,0,2
29,0,164538,0
29,1,307112,-386800
28,0,235609,-706523
27,1,80556,24024
26,0,319254,-291779
25,1,101025,163005
23,1,175044,34780
18,0,43139,1726
18,0,4160,-423
17,0,8242,116949
16,0,0,0
16,1,14052,0
15,1,0,0
15,0,28649,0
15,1,3070,0
15,1,0,0
14,0,0,0
11,1,0,0
11,1,0,0
11,0,0,0
10,0,0,0
10,0,0,0
9,1,0,0
8,1,0,0
7,0,0,0
6,1,0,0
2,0,0,0
1,1,0,0
85,1,0,373169
81,1,52081,1384199
77,1,0,471330
73,1,0,273336
70,0,0,8010
66,1,7583,6064
66,1,0,39560
66,0,9125,366287
63,0,0,153701
58,1,0,30000
57,0,157833,-147423
57,0,368619,186618
52,1,175076,343974
52,1,285434,-270979
52,1,307745,624260
50,1,133911,-26048
50,1,577842,383668
49,1,238160,0
48,0,424382,-352836
48,1,263720,15000
46,1,6649,229375
46,1,203174,33486
44,0,310799,-1763594
44,0,198174,-35134
44,1,200453,15927
43,0,253172,33426
43,0,246426,1284135
42,0,200642,-54682
42,0,56189,92700
41,0,119568,167240
40,1,115966,157810
39,0,267663,8657938
38,0,442034,110750
37,0,0,-749897
37,0,186903,-1039623
36,0,489313,133804
36,1,34342,62519
35,1,178882,162216
35,0,190978,-206204
34,1,122744,198556
32,0,349543,-783390
31,0,211821,-193514
28,0,37460,-245710
26,1,188781,9837
25,1,41002,25262
24,1,0,35431
24,0,27770,-90282
21,0,214746,-92852
21,0,14976,-249533
20,0,208321,104124
20,1,103687,30976
20,0,202127,148748
19,1,12776,17416
18,0,31480,3095
17,0,38382,169818
12,1,0,0
12,0,0,0
11,0,0,0
10,0,0,0
9,1,0,0
9,0,0,0
9,1,0,0
4,1,0,0
4,0,0,0
4,1,0,0
3,0,0,0
3,1,0,0
2,0,0,0
1,1,0,0
0,0,0,0
89,1,0,587797
80,0,0,278360
74,0,0,279290
73,0,0,98256
73,0,0,528544
67,1,0,0
65,1,39038,95265
60,0,194155,-115021
57,0,238132,249509
55,0,173725,327660
54,0,69283,581006
53,1,107278,-96802
50,1,215014,46948
50,0,5527,223304
48,0,493433,1021310
48,1,249097,-80492
47,0,471265,-853606
47,0,349247,90340
47,1,297537,-136279
46,1,271045,-197112
46,0,872964,812780
45,1,228212,-106589
45,1,278733,179726
44,0,281504,-403173
44,1,156027,115141
41,0,216022,2187
41,0,422240,1043709
38,1,137908,24403
37,0,284637,-427831
37,1,266424,-3473
36,0,927173,-1581363
35,1,194866,0
34,0,292760,-317219
34,0,9514,-681321
33,0,238781,-191447
33,1,118180,188136
30,0,216768,-363701
28,0,11770,-14589
27,0,309289,-97990
22,0,218150,-68009
20,0,177911,53159
18,0,79459,-5822
18,0,29101,-207
18,1,17006,13047
16,1,0,0
16,0,4800,0
16,0,11547,0
16,1,0,0
16,1,6000,0
14,0,0,0
14,0,5212,0
13,1,0,0
12,1,0,0
12,1,0,0
8,0,0,0
8,1,0,0
8,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
3,0,0,0
1,1,0,0
0,1,0,0
75,1,0,378348
74,1,0,48532
73,0,0,287966
71,1,0,-22360
71,1,0,68266
65,0,416423,198570
60,0,27000,975310
60,1,127097,103895
60,0,292542,1843790
60,0,70888,15039
59,0,0,-71468
58,0,883445,256635
58,0,0,148858
55,1,214969,9363469
54,1,0,-3470
54,0,197534,-484773
53,1,148656,-3459
53,0,485690,1290250
52,0,500918,683070
52,0,307773,-248868
51,0,356250,4850086
51,0,415604,2634241
50,0,574658,-335053
48,0,429713,-573638
47,0,224088,-122152
45,0,377083,173220
44,0,1120791,-678600
43,1,152208,34828
43,1,290676,108095
41,0,258095,-594777
37,1,2627,-130094
37,1,230228,227093
36,1,246175,35469
32,0,258795,-210097
29,0,356644,38639
29,1,230781,-172865
26,0,664035,805438
24,1,7614,0
19,0,53438,-97777
19,0,82380,8554
19,0,43369,24319
19,1,31456,40409
17,0,1475,-23142
17,1,0,31689
17,0,11636,52
15,0,17933,0
13,0,0,0
13,0,0,0
13,1,0,0
12,0,0,0
11,1,0,0
10,0,0,0
9,1,0,0
8,1,0,0
7,1,0,0
7,0,0,0
7,0,0,0
7,0,0,0
6,0,0,0
6,0,0,0
6,1,0,0
5,0,0,0
4,1,0,0
2,0,0,0
79,0,0,433950
78,1,0,0
78,0,0,829782
77,1,0,3106366
76,0,32527,1614788
74,0,17484,840269
73,1,0,158689
72,0,28405,387681
68,0,0,344457
65,0,0,-217379
61,1,286450,3322
59,0,274588,305740
59,0,170202,118018
58,0,170309,471626
58,1,143340,728138
58,0,256092,376414
58,0,286995,-170224
57,1,143840,29410
54,0,131393,1003971
50,0,1128842,1044014
49,0,434967,273253
48,0,339583,-552719
44,0,261652,79298
43,0,677891,903838
42,1,193605,26913
40,1,223261,-82356
39,1,107915,-18631
39,1,117708,-6051
38,1,177463,231957
37,1,168822,319304
37,1,73686,7335
36,0,705505,891359
35,0,67918,-119202
35,1,197604,-122724
34,0,278008,-228718
34,0,410455,-314978
34,0,0,45659
33,1,0,47107
31,1,222381,51921
25,0,196332,26402
20,0,144261,-49391
20,0,128405,5204
19,1,45070,986
18,0,85463,33104
18,0,61727,15341
18,1,6623,28062
17,0,4480,3033
17,1,4500,3117
17,1,1300,16786
16,0,0,0
10,0,0,0
9,0,0,0
8,1,0,0
6,0,0,0
6,0,0,0
6,1,0,0
5,1,0,0
5,0,0,0
4,1,0,0
3,0,0,0
0,0,0,0
81,1,0,210564
78,1,0,238221
72,0,0,267057
67,1,4567,3142
65,0,419181,356486
60,1,330498,972140
60,1,74247,340796
59,1,0,0
58,1,0,0
53,0,980192,-382540
53,1,105850,238809
52,0,-57840,-390901
48,0,329083,-298869
48,1,121117,27622
46,1,240518,-965527
46,1,261388,-141113
46,1,265740,134608
44,1,192972,33480
44,0,352384,377204
43,0,310675,784549
43,1,266797,485
41,1,127925,-222206
41,1,205440,-279963
40,0,271547,140339
40,1,107424,0
40,1,2938,260122
39,0,435060,-235032
39,0,447441,-262643
37,1,64566,1689
35,1,212877,-52617
32,1,293062,-41059
32,0,189247,-70291
31,1,143390,118055
27,0,188196,389732
26,0,262202,-846917
23,0,228907,-14548
23,1,31445,-103170
23,1,0,78317
23,1,58500,34600
23,0,170770,-84085
20,1,210690,-2460
20,1,70097,27760
19,0,0,137
18,0,79318,25724
18,1,0,15599
15,0,0,0
14,1,0,0
14,0,21004,0
14,0,0,0
11,1,0,0
9,0,0,0
8,1,0,0
8,1,0,0
8,0,0,0
8,0,0,0
8,1,0,0
5,1,0,0
82,0,0,171130
77,1,0,322368
76,1,2430,179870
75,0,0,334592
73,0,0,69686
72,0,0,642203
71,0,0,364389
67,1,0,132579
66,0,5500,501323
64,1,0,376173
61,0,1453772,6357795
55,1,111412,218084
55,1,0,-116
54,0,151715,699883
54,0,639607,1624254
54,1,85537,136849
51,0,351578,-149962
51,1,0,128244
51,1,346930,304299
51,0,235899,-27890
50,1,183672,5060
49,1,161510,531724
48,0,261035,-4184
48,1,206055,88210
47,0,314248,-41958
46,1,120619,652115
45,0,480419,651662
45,0,268465,66347
44,1,220862,-48
42,1,147711,63343
42,0,443142,150313
41,1,130309,75546
39,0,402328,-207545
37,0,-7766,-30429
36,0,301964,-848093
35,1,198629,26265
35,1,314741,-823502
35,1,92517,-2868
34,1,341588,-97288
33,1,0,-42161
32,1,82303,-195227
32,1,255963,117003
31,0,25747,-38530
30,1,142545,221937
30,1,252640,-56993
30,1,4146,15396
30,1,244951,7421
28,1,0,-37433
27,1,212261,-141857
27,0,124690,-223890
26,0,53434,-172133
25,0,226788,-1821
25,1,97658,319525
25,1,6500,-87195
25,1,89673,60468
24,1,23323,69347
19,0,128286,43015
17,1,27683,13072
17,0,5563,182
16,1,27133,0
16,0,0,0
15,0,0,0
14,0,0,0
13,0,0,0
9,1,0,0
8,1,0,0
8,1,0,0
8,1,0,0
7,1,0,0
6,0,0,0
5,1,0,0
4,1,0,0
1,1,0,0
1,1,0,0
84,0,0,1506428
79,1,0,229939
73,0,0,841385
66,0,827645,1178564
63,1,171807,671091
61,1,25396,1385550
60,0,229274,-399458
58,0,344712,746686
58,1,271459,207039
57,0,261545,1256425
55,1,287623,160000
54,0,244112,-61265
54,0,235724,305564
53,1,277225,184391
53,1,135187,4107
53,1,110097,134694
52,1,0,639
52,0,289594,-309247
52,1,258708,57719
52,1,304367,327469
52,0,588325,2408387
52,0,263490,144766
52,0,330449,381571
51,0,168610,-2698
50,1,204907,231498
49,0,327237,89366
49,0,258861,-470705
49,1,169902,-10822
48,0,438017,323099
48,0,231873,688124
46,0,205270,-594962
45,0,208972,-444264
45,0,208109,324573
44,0,261740,-351603
43,0,547019,-385494
43,0,300450,334416
42,0,230262,260513
41,1,163052,105691
38,0,163628,-739224
37,0,279648,-113192
36,1,202299,-180594
35,0,0,-54308
34,1,101555,0
33,1,16168,257755
32,0,432858,-697867
32,1,211993,20591
32,1,89629,1480
32,0,216514,-13629
31,1,45577,99813
30,0,257238,-13191
30,0,380555,146134
29,0,234546,-261570
28,0,354943,-245495
28,1,199058,404482
27,0,272803,-127096
26,1,61926,58412
26,1,214077,-129830
26,0,67476,52405
26,0,135050,-82535
26,0,75390,-290547
25,0,105468,-499773
25,0,270231,190091
23,0,74276,-49657
20,1,49605,-9358
20,0,31512,14458
19,0,118186,48461
18,1,46533,-6435
18,1,47801,10790
17,1,22391,32207
16,0,8015,0
16,1,9600,0
16,1,22412,0
16,0,25806,0
13,0,0,0
10,1,0,0
10,0,0,0
10,1,0,0
10,1,0,0
7,1,0,0
6,1,0,0
6,0,0,0
6,1,0,0
4,0,0,0
1,1,0,0
1,0,0,0
81,0,0,263331
76,0,142300,426230
74,1,0,267000
73,1,0,704
73,0,0,31625
71,1,22959,18674
70,0,0,11546
69,0,0,176011
69,0,0,140504
66,0,159778,100778
65,1,74867,301501
62,1,15128,17313
62,1,341743,719231
60,0,223584,339877
60,0,0,20844
60,0,344040,-424525
58,0,965,44769
57,0,321524,209327
57,1,233739,33039
57,1,76832,16000
56,0,104067,475410
54,1,168001,143000
54,0,292040,-246398
53,0,293061,-112056
53,1,0,17963
52,1,167872,7077
52,1,397752,351250
52,0,320945,418826
51,1,0,1362
50,0,438614,194102
49,0,295853,188428
48,0,312808,-773673
48,0,184719,85284
45,0,316409,-629378
45,1,204853,-291120
44,1,163285,-83119
43,0,157444,86342
42,0,545962,672748
41,0,843517,2860089
40,0,264480,1291059
39,0,313646,-250865
38,1,85065,-251311
37,1,272624,858838
35,0,270348,-234104
34,1,338819,196267
33,1,226489,97585
32,0,259236,230763
32,0,320115,-273228
32,0,232472,-666671
32,0,235573,-939687
32,1,167645,17707
31,1,198141,-199148
30,1,123944,-35532
28,0,432761,523372
26,0,127859,229
24,1,7967,335299
23,1,20387,-66833
23,1,120922,-56617
22,0,141157,53842
21,0,144966,-22076
21,1,39762,-27956
21,1,180626,51356
19,0,35684,-6194
18,0,15450,-1004
17,1,0,9165
16,1,12232,0
16,0,18975,0
16,0,3712,0
15,1,1097,0
14,1,0,0
13,0,0,0
13,0,17928,0
13,1,0,0
11,0,0,0
11,0,0,0
9,0,0,0
8,0,0,0
8,1,0,0
8,0,0,0
5,1,0,0
4,0,0,0
3,1,0,0
3,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,1,0,0
79,1,0,52280
76,0,6911,526690
71,1,23054,310613
69,0,0,151405
61,1,233420,-160744
60,1,145356,23998
59,1,265254,8731
58,1,275751,237127
56,1,228738,-421620
54,0,341564,491979
52,1,184178,106118
51,1,314503,597391
50,0,307649,1237706
49,0,375600,-396973
49,0,0,225283
49,1,164985,134524
49,1,152947,-43819
48,0,320969,266074
47,0,403483,34995
47,0,313195,98688
47,0,215604,277383
46,0,90503,56549
44,1,354563,173693
43,0,257694,51911
41,0,309257,14006
36,1,0,486493
35,0,201467,-855454
35,1,0,218536
35,1,200234,-481169
34,0,193123,-547482
33,1,111271,306020
32,0,134336,-80044
29,0,244160,-133780
27,1,216661,27770
26,1,143764,-247618
25,1,247177,-42628
24,0,48434,45320
23,0,129840,-189867
23,1,60670,85085
23,1,24669,-57541
22,1,45502,-56659
21,1,141117,-5033
21,0,260959,-93360
18,1,10868,155
18,0,48524,4958
17,1,8948,18021
17,1,68936,4879
16,0,6804,0
16,1,0,0
16,0,0,0
15,0,0,0
14,1,0,0
14,0,0,0
13,0,1054,0
13,0,0,0
13,0,0,0
12,0,0,0
12,1,0,0
11,1,0,0
10,0,0,0
9,0,0,0
8,1,0,0
7,1,0,0
7,0,0,0
6,1,0,0
6,0,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,0,0,0
74,1,0,35436
67,0,-968,1241797
66,1,0,5514
65,1,1541699,3064000
60,0,223428,1316389
59,0,417043,2070184
59,0,270858,1450283
58,0,353262,207780
58,1,118739,464465
56,0,270880,-312611
56,0,249254,624266
55,1,266220,262225
54,0,0,3527
53,1,192501,105672
53,1,11408,1191263
52,0,338751,-161891
52,0,293862,16639
52,0,326717,124340
48,1,0,325182
46,0,251582,229383
44,0,457621,-451692
44,0,331992,-37848
43,1,189584,-12244
43,1,175272,58806
40,0,357483,204739
40,0,110000,80276
40,1,128373,39316
39,0,184438,-614816
38,0,305162,1301567
38,1,240449,223097
37,0,1054065,5583910
36,0,308225,-322162
36,1,244593,-215835
33,1,247514,-257718
33,0,341004,85933
32,0,385227,-188935
30,0,220412,772817
29,0,231169,-418202
22,1,61377,-373220
20,1,136203,145526
19,1,3963,1471
18,0,0,58953
18,1,2375,2342
17,1,22353,39781
13,0,36349,0
13,1,0,0
12,1,0,0
8,1,0,0
8,0,0,0
7,1,0,0
7,1,0,0
6,1,0,0
6,1,0,0
5,0,0,0
2,1,0,0
2,0,0,0
2,1,0,0
1,0,0,0
0,1,0,0
78,0,0,89674
78,0,0,740085
73,0,17083,408342
69,1,0,436404
68,0,5182,267074
68,1,0,269784
65,0,133741,749565
64,1,0,99504
63,0,0,80313
62,0,177706,339419
61,0,296423,290543
60,1,0,10834
58,1,47388,28992
58,0,0,254216
56,1,31969,18077
56,0,474244,402784
53,1,129311,3262
51,1,174836,35173
51,0,246191,-230763
49,1,0,344
49,1,117482,86009
48,0,402856,140009
48,1,183021,323818
48,0,254767,1057000
48,1,0,-111981
47,1,116839,335
46,0,161705,360071
46,0,282059,650466
45,1,264826,27617
45,0,209574,-160376
42,0,477566,-1199438
40,0,190785,-45769
39,0,280990,-650139
39,1,0,3016
39,1,47120,-754587
39,0,537302,126747
38,0,398051,-637590
37,0,100907,-356334
37,1,127583,4287
36,0,276276,313954
36,1,162118,134729
36,1,7338,107418
33,0,396623,-651885
33,1,197849,214081
31,0,388388,81994
25,0,208437,-351519
25,0,293585,29753
25,0,300067,21753
22,0,170753,-365966
20,0,0,18328
20,0,14828,12454
19,0,26309,114068
18,0,68811,48
17,0,45426,7297
14,1,0,0
13,0,0,0
12,1,0,0
12,1,0,0
11,0,0,0
10,1,0,0
9,1,0,0
9,0,0,0
9,1,0,0
8,1,0,0
6,0,0,0
5,0,0,0
5,1,0,0
4,0,0,0
4,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,1,0,0
76,1,0,61707
71,0,0,117000
69,0,201300,1400365
68,0,25883,602102
67,0,0,1007954
66,1,2613,139699
65,0,1850,-432105
62,1,0,55884
58,0,286639,94767
57,1,205200,131257
57,1,415787,115731
55,0,259656,245973
55,0,313999,-2804165
55,1,172543,31457
55,1,0,0
54,1,297860,1937237
53,1,117331,331500
52,1,239430,367321
48,0,76063,-734593
47,0,392551,768610
47,0,588334,472900
47,1,189629,0
47,1,198421,51322
45,0,527640,-102353
45,0,204281,-132227
44,1,0,166
43,0,280536,-502781
43,1,193396,198396
42,1,146429,156728
41,0,370267,-472262
40,1,13468,207782
39,0,325092,-338345
39,0,278680,-795817
38,1,93704,29
37,0,897848,598084
36,0,108835,-495099
36,0,288864,113182
35,1,27817,-455861
35,1,247678,-307123
34,0,397687,-534107
32,1,134731,-2758
29,0,211510,238090
28,0,92402,-125625
27,1,240798,-220895
27,0,361626,-225856
26,0,217421,-140942
25,0,249831,-23791
25,0,217311,6736
25,1,209649,77266
23,0,27687,173370
23,0,259510,-107197
22,1,102879,-41871
21,1,40016,-24200
20,1,23648,-24221
20,0,62408,-58690
19,1,45024,-14140
17,1,11227,16223
16,0,57920,0
16,1,0,0
16,1,0,0
16,0,0,0
11,0,0,0
9,0,0,0
9,0,0,0
6,0,0,0
6,1,0,0
5,1,0,0
5,0,0,0
5,0,0,0
4,0,0,0
3,0,0,0
3,0,0,0
3,1,0,0
3,1,0,0
1,1,0,0
0,0,0,0
0,0,0,0
88,0,0,52431
76,1,0,83796
71,0,8272,247168
68,1,0,855
64,0,125282,914301
60,0,0,-316233
60,0,897253,229986
59,1,272693,650314
58,0,265929,568136
58,1,1084816,344270
58,0,190832,1207010
58,1,243348,125160
57,0,268730,248578
56,1,166498,130960
55,0,242567,-72047
52,1,162286,185485
52,1,210179,120073
51,1,0,0
50,0,215796,76973
48,1,0,50713
48,1,183018,163367
46,0,114810,-810629
45,1,245035,-320738
44,0,263689,1579328
43,1,238318,141436
42,0,1206060,-384940
42,1,261470,134738
40,0,33263,-190590
40,0,298097,-413642
39,1,334888,-2625
38,0,42116,132069
38,0,0,-61305
38,1,46056,-408203
36,0,465147,-276207
35,0,396026,-1033487
34,1,346675,-375027
31,0,94963,-151984
30,0,280725,-653086
29,0,252531,-274037
28,0,196254,-48962
27,0,207089,599107
26,1,59786,-190672
25,0,260255,-8417
24,1,119193,-69351
23,1,25296,-120846
22,1,83360,7196
21,0,48082,128317
20,0,18000,72
20,0,77410,11619
18,1,27770,21846
17,1,0,457
17,0,9261,-17398
17,0,0,1098
15,1,0,0
15,0,0,0
15,1,0,0
14,0,0,0
14,0,0,0
13,1,0,0
13,1,0,0
12,0,0,0
11,1,0,0
10,1,0,0
10,0,0,0
10,0,0,0
9,1,0,0
9,1,0,0
9,1,0,0
8,1,0,0
7,1,0,0
6,0,0,0
4,1,0,0
3,0,0,0
3,0,0,0
1,1,0,0
0,0,0,0
86,0,0,0
79,1,0,94076
78,1,0,194498
73,0,385503,2167778
72,0,0,731064
71,0,0,55176
70,1,0,0
69,0,0,117751
69,0,0,183659
64,0,40728,239528
62,1,101483,31661
60,0,363934,600336
59,0,1035901,1514825
58,0,228286,-52218
58,0,78839,4637
55,1,288834,-18754
54,0,667129,363832
52,0,353042,669562
52,0,837321,1485618
52,0,223679,46154
51,1,88892,12206
51,1,210441,128564
50,0,60000,-4534704
50,1,236339,37281
50,1,284544,38394
48,1,258138,-328595
47,0,195376,1052848
47,0,163288,-1049107
47,1,111362,208903
47,0,522700,1193149
46,1,217351,138395
45,0,232807,98750
45,0,200449,262308
44,1,190850,-454911
44,1,137242,-34861
44,0,352330,-373007
43,0,295603,128499
43,1,142195,257108
42,1,245049,411677
42,1,177898,56969
39,0,71789,-68366
36,1,0,367586
34,0,179470,-341290
33,1,290021,-385997
33,1,0,50108
29,1,204483,-53885
28,0,359769,-185039
28,1,37724,-29807
27,0,24869,-52754
26,0,194714,-605895
24,1,42407,-228631
24,1,30737,-78102
24,0,149882,26809
21,0,63338,-38003
20,1,137783,-1141
19,1,47218,20436
18,1,2325,28963
17,0,0,169
17,0,27615,7555
16,0,20205,0
16,0,0,0
15,0,0,0
14,1,0,0
13,0,0,0
13,0,0,0
13,1,0,0
11,0,0,0
9,1,0,0
8,0,0,0
8,1,0,0
8,1,0,0
7,0,0,0
7,0,0,0
5,1,0,0
5,1,0,0
4,1,0,0
4,1,0,0
1,0,0,0
0,0,0,0
0,1,0,0
0,0,0,0
80,1,0,143400
77,1,0,674175
73,0,0,76754
70,1,0,189851
69,0,200243,41234
64,0,2422,386250
62,0,243136,401023
60,1,0,83989
60,0,298950,107046
57,0,770009,-375791
57,0,457313,635320
56,1,100000,0
56,1,12744,-23723
54,1,157775,13993
54,0,400186,-74083
53,1,218153,286051
53,0,319290,295365
53,1,0,0
52,0,252155,98653
50,1,223538,1903
50,1,29607,193938
48,1,226555,42892
47,0,229196,-70222
47,0,324594,374139
46,1,211360,784632
45,1,254643,-341254
45,1,268718,25004
44,0,254528,-103330
42,0,613417,-463851
41,1,122150,3737
38,1,0,39727
38,1,1803,-122040
36,0,332276,-155182
35,1,156420,150463
34,1,249105,-591753
34,1,33097,-281385
33,1,111307,-456823
33,1,204287,-476177
33,0,420243,-899316
32,0,170812,-111482
32,1,74197,8465
31,1,305544,233419
30,1,378366,-25367
28,1,10877,-267034
28,0,2766,-238678
25,1,91820,-41711
25,1,152737,111491
23,0,17000,-109532
23,0,386424,-163100
21,1,98431,262285
20,1,14936,16756
20,1,77767,-8604
18,0,88366,17357
16,1,24604,0
16,1,9136,0
16,0,0,0
16,0,0,0
15,0,12554,0
12,0,0,0
10,0,0,0
10,1,0,0
9,0,0,0
9,0,0,0
8,1,0,0
8,1,0,0
8,1,0,0
8,0,0,0
8,0,0,0
7,1,0,0
6,0,0,0
6,1,0,0
6,1,0,0
3,1,0,0
79,1,0,0
77,0,0,829896
76,1,0,388630
72,0,0,297496
70,1,16825,111064
69,0,119939,1626381
67,1,0,198816
66,0,13045,566272
65,0,237867,40119
56,1,271753,-614
56,0,346007,90983
55,1,257715,1027741
55,0,237501,-509224
54,0,314570,-275245
52,0,535785,44495
50,1,337554,737646
49,0,378183,957695
48,0,277651,156424
48,0,365888,-16547
48,1,96420,-158781
47,0,0,-303962
47,0,1039868,1654465
46,1,211745,322382
46,0,370122,-259572
45,0,913212,1220484
45,1,255290,131362
45,0,363977,179355
44,1,364590,43517
44,1,193678,-79
42,1,228673,131803
42,1,269153,-579927
42,0,308799,-44628
41,0,44691,156468
40,1,135941,23617
38,0,297363,-542535
38,1,157934,77696
37,1,131486,158769
36,1,155019,104798
36,0,309874,60668
36,1,314412,-169526
35,0,320932,-511377
34,1,151360,151540
34,0,335432,665734
33,0,356462,-1125832
32,0,242559,-105047
31,1,179009,5366
29,1,235271,56539
29,0,247298,-283823
29,1,105454,-11672
29,0,209921,-59737
27,0,266649,74036
27,0,253800,-48897
26,0,209154,28767
24,1,281565,46894
24,0,277495,-367528
23,0,68388,2947
22,1,86958,27783
21,1,27598,172261
19,1,68153,43566
19,1,41340,-31638
19,0,33578,83599
18,1,18567,1935
18,1,33663,7151
16,0,0,22
16,1,11070,0
16,0,0,0
16,1,0,0
16,0,5207,0
15,0,4655,0
14,1,0,0
14,0,0,0
14,0,3750,0
14,1,1770,0
13,0,0,0
13,0,0,0
12,0,0,0
10,1,0,0
9,0,0,0
9,0,0,0
8,0,0,0
8,0,0,0
7,1,0,0
7,1,0,0
5,0,0,0
5,0,0,0
3,0,0,0
2,0,0,0
77,1,0,189562
72,0,0,84406
69,0,359697,1958727
68,1,0,224364
68,0,0,321966
66,0,0,416528
66,1,0,-277774
66,0,382883,304895
64,1,20491,184039
62,1,3646,-140790
61,0,0,-145306
59,0,256716,-99611
57,0,503701,183815
57,0,211989,482779
54,0,264591,-541305
53,1,373949,32515
53,1,108052,2882
50,1,125142,314137
49,0,288677,373124
48,1,0,153145
46,0,241303,-685793
46,0,620000,-1520366
45,0,367029,-103877
43,1,197503,468864
43,0,489276,-134906
41,1,-5174,91508
39,0,328007,27685
39,0,409375,513660
38,1,141471,-76629
38,0,232230,130982
36,1,254309,2053
35,0,0,31193
32,1,0,22055
29,1,239493,123870
27,0,282667,17366
23,1,157389,55342
23,1,128343,-531
22,0,57301,100616
22,0,57866,-78425
22,1,86000,-142834
20,1,35679,46904
20,1,0,55837
19,0,119753,-2780
19,0,20404,420497
18,0,18392,25155
18,0,5613,93
17,0,15655,224947
17,1,0,43283
17,0,0,17869
16,0,9173,0
15,1,11722,0
14,1,0,0
11,0,0,0
11,1,0,0
8,1,0,0
7,1,0,0
7,1,0,0
7,1,0,0
6,0,0,0
5,0,0,0
3,1,0,0
2,0,0,0
0,0,0,0
0,1,0,0
0,0,0,0
76,1,0,106349
76,0,10000,834420
74,1,0,197448
74,0,5040,103818
71,1,0,13893
71,0,107636,1091801
67,0,0,-571861
66,1,0,19700
65,1,7200,578577
65,0,-18134,2200033
63,1,23744,25869
60,1,276905,891296
60,0,61832,410273
59,1,366658,4368070
